name,address,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,last_rqi_date,first_inspection_date,last_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
THE VILLAGE OF SANDALWOOD PARK,425 Great Lakes Drive,Central West,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6R2W8,120.0,2017-11-14,2010-09-27,2020-11-12,27.0,11.0,4.0,9.0,1.0,1.0,16.0,5.0,3.0,8.0,3.0,1.0
THE VILLAGE OF TANSLEY WOODS,4100 Upper Middle Road,Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 144 beds,No,Yes,Yes,Yes,,Burlington, L7M4W8,144.0,2018-05-16,2010-11-03,2020-03-10,30.0,17.0,9.0,10.0,4.0,3.0,8.0,4.0,3.0,9.0,8.0,3.0
THE VILLAGE OF TAUNTON MILLS,3800 Brock Street North,Central East,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Whitby, L1R3A5,120.0,2019-01-09,2010-08-23,2020-10-05,35.0,20.0,11.0,13.0,6.0,5.0,17.0,6.0,3.0,5.0,5.0,2.0
THE VILLAGE OF WENTWORTH HEIGHTS,1620 Upper Wentworth Street,Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Hamilton, L9B2W3,120.0,2018-02-22,2010-09-11,2020-01-07,25.0,10.0,5.0,9.0,2.0,2.0,6.0,3.0,2.0,8.0,3.0,
THE VILLAGE OF WINSTON PARK,695 Block Line Road,Waterloo Wellington,Winston Hall Nursing Homes Limited,,For-Profit,Home with approximately 95 beds,No,Yes,No,Yes,,Kitchener, N2E3K1,95.0,2018-05-30,2011-05-18,2020-09-10,36.0,14.0,6.0,10.0,5.0,2.0,19.0,5.0,3.0,2.0,1.0,
THE VILLAGE SENIORS COMMUNITY,101-10Th Street,South West,Hanover Operating Inc.,,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Hanover, N4N1M9,70.0,2017-12-21,2010-12-17,2020-10-21,33.0,10.0,7.0,12.0,,,16.0,3.0,3.0,4.0,4.0,3.0
THE WELLINGTON NURSING HOME,1430 Upper Wellington Street,Hamilton Niagara Haldimand Brant (Hnhb),Barton Retirement Inc.,Southrim Development Inc.,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Hamilton, L9A5H3,102.0,2018-12-17,2010-07-29,2020-02-25,39.0,23.0,8.0,15.0,8.0,4.0,12.0,5.0,2.0,13.0,7.0,3.0
THE WEST NIPISSING GENERAL HOSPITAL,725 Coursol,North East,The West Nipissing General Hospital,,Non-Profit,Home with approximately 48 beds,No,Yes,No,Yes,,Sturgeon Falls, P2B2Y6,48.0,2017-10-20,2011-09-22,2020-08-26,14.0,10.0,4.0,2.0,1.0,,5.0,2.0,2.0,5.0,5.0,1.0
THE WEXFORD,1860 Lawrence Avenue East,Central East,The Wexford Residence Inc.,,Non-Profit,Home with approximately 166 beds,No,Yes,Yes,Yes,,Scarborough, M1R5B1,166.0,2018-08-02,2010-09-21,2020-05-27,55.0,28.0,14.0,23.0,9.0,6.0,23.0,13.0,5.0,14.0,7.0,3.0
THE WILLOWS ESTATE NURSING HOME,13837 Yonge Street,Central,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 84 beds,No,Yes,No,Yes,,Aurora, L4G3G8,84.0,2018-08-09,2011-10-14,2020-10-02,23.0,15.0,10.0,10.0,5.0,5.0,4.0,2.0,2.0,6.0,4.0,2.0
THE WOODLANDS OF SUNSET,920 Pelham Street,Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Welland, L3C1Y5,121.0,2017-12-28,2011-09-22,2020-06-04,20.0,11.0,5.0,4.0,3.0,1.0,9.0,4.0,3.0,4.0,2.0,
THOMPSON HOUSE,1 Overland Drive,Central,Don Mills Foundation For Seniors,,Non-Profit,Home with approximately 136 beds,No,Yes,Yes,No,,North York, M3C2C3,136.0,2017-06-23,2011-10-05,2020-02-14,15.0,11.0,6.0,6.0,2.0,2.0,4.0,3.0,3.0,6.0,3.0,2.0
THORNTONVIEW,186 Thornton Road South,Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 154 beds,No,Yes,Yes,Yes,,Oshawa, L1J5Y2,154.0,2017-05-10,2010-08-18,2020-02-26,40.0,19.0,11.0,20.0,12.0,9.0,13.0,3.0,2.0,7.0,2.0,1.0
TILBURY MANOR NURSING HOME,16 Fort Street P.O. Box 160,Erie St. Clair,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 75 beds,Yes,Yes,Yes,Yes,,Tilbury, N0P2L0,75.0,2017-05-10,2010-11-10,2020-09-30,32.0,19.0,6.0,16.0,6.0,2.0,11.0,6.0,2.0,3.0,3.0,
TONY STACEY CENTRE FOR VETERANS' CARE,59 Lawson Road,Central East,Royal Canadian Legion District 'd' Care Centres,Universalcare Canada Inc.,Non-Profit,Home with approximately 100 beds,Yes,Yes,No,No,,Toronto, M1C2J1,100.0,2018-04-06,2011-06-27,2020-06-17,17.0,9.0,5.0,7.0,3.0,2.0,4.0,2.0,2.0,8.0,4.0,1.0
TOWNSHIP OF OSGOODE CARE CENTRE,7650 Snake Island Road,Champlain,Township Of Osgoode Care Centre,,Non-Profit,Home with approximately 100 beds,Yes,Yes,Yes,No,,Metcalfe, K0A2P0,100.0,2018-02-08,2011-05-13,2020-10-27,20.0,9.0,5.0,9.0,2.0,1.0,9.0,4.0,3.0,,,
TRENT VALLEY LODGE,195 Bay Street,South East,Trent Valley Lodge Limited,,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Trenton, K8V1H9,102.0,2019-01-16,2011-10-19,2020-11-02,44.0,36.0,9.0,20.0,14.0,4.0,11.0,8.0,3.0,14.0,12.0,3.0
TRILLIUM COURT,550 Philip Place,South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Kincardine, N2Z3A6,40.0,2018-08-13,2011-04-06,2020-10-28,22.0,9.0,3.0,8.0,1.0,,9.0,2.0,,4.0,2.0,2.0
TRILLIUM MANOR HOME FOR THE AGED,12 Grace Avenue,North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 122 beds,Yes,Yes,Yes,Yes,,Orillia, L3V2K2,122.0,2019-02-11,2011-10-18,2020-07-16,23.0,13.0,5.0,10.0,5.0,2.0,8.0,4.0,2.0,3.0,1.0,
TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,South East,Specialty Care East Inc.,,For-Profit,Home with approximately 190 beds,Yes,Yes,Yes,Yes,,Kingston, K7M8S4,190.0,2018-01-19,2010-08-10,2020-07-17,79.0,38.0,15.0,30.0,11.0,6.0,31.0,18.0,7.0,16.0,6.0,1.0
TRILLIUM VILLA NURSING HOME,1221 Michigan Avenue,Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 152 beds,Yes,Yes,No,Yes,,Sarnia, N7S3Y3,152.0,2017-11-28,2010-09-21,2020-10-26,35.0,10.0,6.0,10.0,1.0,,23.0,6.0,6.0,,,
TRINITY VILLAGE CARE CENTRE,2727 Kingsway Drive,Waterloo Wellington,Lutheran Homes Kitchener-waterloo,,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Kitchener, N2C1A7,150.0,2017-08-23,2011-02-22,2020-10-01,53.0,20.0,6.0,24.0,11.0,3.0,22.0,4.0,2.0,6.0,4.0,1.0
TRUE DAVIDSON ACRES,200 Dawes Road,Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 187 beds,Yes,Yes,Yes,Yes,,Toronto, M4C5M8,187.0,2018-08-21,2011-09-07,2020-08-11,23.0,13.0,8.0,14.0,6.0,4.0,6.0,3.0,3.0,2.0,2.0,2.0
TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,Champlain,Mohawk Council Of Akwesasne,,Non-Profit,Home with approximately 50 beds,No,Yes,No,Yes,,Akwesasne, K6H5R7,50.0,2019-01-23,2011-11-03,2020-10-14,20.0,13.0,6.0,6.0,2.0,1.0,4.0,1.0,1.0,11.0,9.0,6.0
TUFFORD NURSING HOME,312 Queenston Street,Hamilton Niagara Haldimand Brant (Hnhb),Unger Nursing Homes Limited,,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,St Catharines, L2P2X4,65.0,2017-06-28,2010-08-10,2020-11-29,15.0,5.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,
TULLAMORE CARE COMMUNITY,133 Kennedy Road South,Central West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 159 beds,Yes,Yes,Yes,Yes,,Brampton, L6W3G3,159.0,2018-08-08,2010-10-13,2020-08-13,50.0,25.0,14.0,28.0,11.0,6.0,16.0,6.0,4.0,14.0,7.0,3.0
TWIN LAKES TERRACE LONG TERM CARE COMMUNITY,1310 Murphy Road,Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Sarnia, N7S6K5,60.0,2018-06-25,2011-11-30,2020-09-10,12.0,7.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,,
TWIN OAKS OF MARYHILL,1360 Maryhill Road,Waterloo Wellington,Twin Oaks Of Maryhill Inc.,,For-Profit,Home with approximately 31 beds,No,Yes,No,No,,Maryhill, N0B2B0,31.0,2017-05-25,2010-11-09,2020-10-09,17.0,11.0,4.0,9.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,
TYNDALL NURSING HOME,1060 Eglinton Avenue East,Mississauga Halton,Tyndall Nursing Home Limited,,For-Profit,Home with approximately 151 beds,No,Yes,No,Yes,,Mississauga, L4W1K3,151.0,2018-06-08,2010-08-12,2020-09-11,48.0,22.0,8.0,19.0,4.0,2.0,9.0,6.0,5.0,20.0,10.0,2.0
UKRAINIAN CANADIAN CARE CENTRE,60 Richview Road,Central,St. Demetrius (Ukrainian Catholic) Development Corporation,,Non-Profit,Home with approximately 152 beds,No,Yes,Yes,Yes,,Etobicoke, M9A5E4,152.0,2018-10-18,2010-09-03,2020-07-16,13.0,8.0,5.0,7.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0
UNION VILLA,4300 Highway #7,Central,Unionville Home Society,,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Unionville, L3R1L8,160.0,2017-12-01,2010-08-31,2020-09-24,33.0,15.0,11.0,13.0,4.0,3.0,13.0,6.0,6.0,11.0,4.0,4.0
UNITED MENNONITE HOME,4024 Twenty-Third Street,Hamilton Niagara Haldimand Brant (Hnhb),United Mennonite Home For The Aged,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,No,,Vineland, L0R2C0,128.0,2017-12-06,2010-11-22,2020-07-24,25.0,14.0,6.0,13.0,4.0,3.0,10.0,6.0,3.0,4.0,2.0,
UPPER CANADA LODGE,272 Wellington Street P. O. Box 1390,Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 80 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,80.0,2017-11-02,2011-03-09,2019-10-22,24.0,11.0,7.0,8.0,3.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0
VALLEY MANOR NURSING HOME,88 Mintha Street P. O. Box 880,Champlain,Valley Manor Inc.,,Non-Profit,Home with approximately 90 beds,No,Yes,No,Yes,,Barry's Bay, K0J1B0,90.0,2018-10-01,2011-05-11,2020-09-01,21.0,9.0,4.0,3.0,1.0,1.0,10.0,3.0,2.0,4.0,,
VALLEY PARK LODGE,6400 Valley Way,Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 65 beds,Yes,Yes,Yes,Yes,,Niagara Falls, L2E7E3,65.0,2017-10-27,2010-09-16,2020-07-24,31.0,14.0,4.0,21.0,6.0,3.0,2.0,2.0,1.0,4.0,3.0,
VALLEYVIEW HOME,350 Burwell Road,South West,The Corporation Of The City Of St. Thomas,,Municipal,Home with approximately 136 beds,Yes,Yes,Yes,Yes,,St. Thomas, N5P0A3,136.0,2018-05-07,2010-09-16,2020-09-23,33.0,18.0,13.0,12.0,7.0,5.0,14.0,5.0,5.0,3.0,3.0,2.0
VALLEYVIEW RESIDENCE,541 Finch Avenue West,Central,Advent Health Care Corporation,,Non-Profit,Home with approximately 174 beds,No,Yes,No,No,,North York, M2R3Y3,174.0,2019-01-31,2011-01-25,2020-02-18,56.0,22.0,14.0,28.0,11.0,7.0,16.0,4.0,3.0,10.0,5.0,3.0
VERA M. DAVIS COMMUNITY CARE CENTRE,80 Allan Drive,Central West,Peel Housing Corporation,,Non-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Bolton, L7E1P7,64.0,2018-08-02,2011-12-07,2020-10-19,13.0,8.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0
VERMONT SQUARE,914 Bathurst Street,Toronto Central,Vermont Square Ltc Inc. As General Partner Of Vermont Square Ltc Limited Partnership,Responsive Health Management,For-Profit,Home with approximately 130 beds,Yes,Yes,Yes,Yes,,Toronto, M5R3G5,130.0,2018-01-17,2012-02-01,2020-10-13,21.0,15.0,12.0,6.0,5.0,4.0,9.0,5.0,5.0,3.0,3.0,3.0
VICTORIA GARDENS LONG TERM CARE,176 Victoria Avenue North,Hamilton Niagara Haldimand Brant (Hnhb),Mirdem Nursing Homes Ltd.,,For-Profit,Home with approximately 76 beds,No,Yes,Yes,Yes,,Hamilton, L8L5G1,76.0,2017-09-28,2010-08-31,2020-11-10,17.0,9.0,4.0,7.0,3.0,1.0,8.0,3.0,3.0,2.0,2.0,
VICTORIA MANOR HOME FOR THE AGED,220 Angeline Street South,Central East,The Corporation Of The City Of Kawartha Lakes,Sienna Senior Living,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Lindsay, K9V4R2,166.0,2018-06-07,2011-02-17,2020-05-26,44.0,17.0,4.0,14.0,3.0,1.0,18.0,6.0,2.0,9.0,4.0,1.0
VICTORIA VILLAGE MANOR,78 Ross Street,North Simcoe Muskoka,Victoria Village Inc.,Specialty Care Inc.,Non-Profit,Home with approximately 128 beds,Yes,Yes,Yes,Yes,,Barrie, L4N1G3,128.0,2019-03-15,2010-10-12,2020-07-22,35.0,22.0,19.0,13.0,3.0,3.0,11.0,8.0,7.0,11.0,10.0,10.0
VILLA COLOMBO HOMES FOR THE AGED,40 Playfair Avenue,Central,Villa Colombo Homes For The Aged Inc.,,Non-Profit,Home with approximately 391 beds,Yes,Yes,Yes,Yes,,Toronto, M6B2P9,391.0,2017-12-11,2010-11-15,2020-09-02,52.0,31.0,12.0,22.0,10.0,5.0,25.0,12.0,6.0,13.0,11.0,3.0
VILLA COLOMBO SENIORS CENTRE (VAUGHAN),"10443 Highway 27, Kleinburg",Central,Villa Colombo Seniors Centre (Vaughan) Inc.,Universalcare Canada Inc.,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Vaughan, L0J1C0,160.0,2018-08-28,2010-11-30,2020-10-22,39.0,34.0,23.0,30.0,21.0,15.0,11.0,7.0,5.0,13.0,9.0,6.0
VILLA FORUM,175 Forum Drive,Mississauga Halton,Villa Forum,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L4Z4E5,160.0,2018-02-15,2010-10-22,2020-10-08,36.0,11.0,5.0,18.0,5.0,3.0,11.0,2.0,1.0,4.0,2.0,2.0
VILLA LEONARDO GAMBIN,40 Friuli Court,Central,Friuli Long Term Care,Specialty Care Inc.,Non-Profit,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Woodbridge, L4L9T3,168.0,2018-04-10,2011-06-09,2020-06-10,34.0,13.0,7.0,15.0,4.0,3.0,11.0,4.0,3.0,8.0,2.0,1.0
VILLA MARCONI,1026 Baseline Road,Champlain,Villa Marconi Long Term Care Center,"Diversicare Canada Management Services Co., Inc.",Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K2C0A6,128.0,2018-09-20,2011-05-05,2020-10-01,50.0,37.0,18.0,26.0,14.0,8.0,17.0,13.0,7.0,8.0,7.0,4.0
VILLA MINTO,241 Eighth Street P.O. Box 280,North East,The Lady Minto Hospital At Cochrane,,Non-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Cochrane, P0L1C0,33.0,2018-04-26,2011-05-03,2020-07-22,22.0,14.0,4.0,5.0,1.0,,8.0,5.0,2.0,9.0,6.0,1.0
VILLAGE ON THE RIDGE,9 Myrtle Street,Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Ridgetown, N0P2C0,40.0,2018-08-13,2011-01-18,2020-11-18,15.0,8.0,5.0,4.0,2.0,2.0,8.0,2.0,2.0,,,
VISION '74 INC.,229 Wellington Street,Erie St. Clair,Vision '74 Inc.,,Non-Profit,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Sarnia, N7T1G9,146.0,2018-06-11,2010-06-09,2020-10-29,36.0,10.0,3.0,6.0,2.0,,28.0,4.0,2.0,3.0,,
WARKWORTH PLACE,97 Mill Street P.O. Box 68,Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,No,Yes,,Warkworth, K0K3K0,60.0,2017-11-22,2011-07-29,2020-09-18,24.0,13.0,4.0,10.0,7.0,3.0,9.0,3.0,1.0,3.0,1.0,
WATERS EDGE CARE COMMUNITY,401 William Street,North East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 148 beds,No,Yes,Yes,Yes,,North Bay, P1A1X5,148.0,2017-09-29,2011-10-17,2020-08-25,40.0,27.0,11.0,16.0,9.0,4.0,18.0,10.0,5.0,5.0,5.0,2.0
WATFORD QUALITY CARE CENTRE,344 Victoria Street,Erie St. Clair,Qcc Corp.,,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Watford, N0M2S0,63.0,2018-03-26,2010-11-23,2020-06-10,18.0,9.0,3.0,2.0,2.0,,11.0,3.0,2.0,,,
WELLESLEY CENTRAL PLACE,160 Wellesley Street East,Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Toronto, M4Y1J2,150.0,2017-11-06,2011-08-11,2020-02-06,35.0,23.0,9.0,18.0,11.0,3.0,13.0,8.0,5.0,5.0,4.0,2.0
WELLINGTON HOUSE NURSING HOME,990 Edward Street North P.O. Box 1510,South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Prescott, K0E1T0,60.0,2018-12-17,2010-12-07,2020-07-08,55.0,15.0,5.0,28.0,6.0,3.0,16.0,4.0,1.0,17.0,2.0,
WELLINGTON PARK CARE CENTRE,802 Hager Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Burlington, L7S1X2,132.0,2017-12-19,2010-08-25,2020-03-12,42.0,11.0,5.0,26.0,2.0,1.0,5.0,2.0,2.0,9.0,5.0,1.0
WELLINGTON TERRACE LONG-TERM CARE HOME,474 Wellington Road 18,Waterloo Wellington,Corporation Of The County Of Wellington,,Municipal,Home with approximately 176 beds,No,Yes,Yes,No,,Fergus, N1M0A1,176.0,2017-08-03,2010-09-08,2020-11-05,17.0,6.0,3.0,3.0,,,10.0,3.0,3.0,1.0,,
WENTWORTH LODGE,41 South Street West,Hamilton Niagara Haldimand Brant (Hnhb),City Of Hamilton,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Dundas, L9H4C4,160.0,2017-09-05,2011-04-06,2020-09-01,21.0,16.0,10.0,8.0,6.0,3.0,9.0,4.0,4.0,4.0,2.0,2.0
WESBURN MANOR,400 The West Mall,Mississauga Halton,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9C5S1,192.0,2018-02-14,2011-05-13,2020-03-05,62.0,20.0,6.0,46.0,12.0,3.0,10.0,4.0,2.0,13.0,3.0,1.0
WEST LAKE TERRACE,"1673 County Road, 12 R. R. #1",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 47 beds,No,Yes,No,Yes,,Picton, K0K2T0,47.0,2017-10-20,2010-08-16,2020-02-24,23.0,10.0,3.0,7.0,2.0,1.0,9.0,3.0,2.0,7.0,1.0,
WEST OAK VILLAGE,2370 Third Line,Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6M4E2,133.0,2017-07-14,2010-10-07,2020-08-06,31.0,13.0,9.0,14.0,5.0,4.0,10.0,3.0,3.0,5.0,1.0,
WEST PARK HEALTH CENTRE,103 Pelham Road,Hamilton Niagara Haldimand Brant (Hnhb),Cvh (No.1) Lp,Extendicare (Canada) Inc.,For-Profit,Home with approximately 101 beds,Yes,Yes,Yes,Yes,,St Catharines, L2S1S9,101.0,2018-12-10,2010-07-21,2020-10-27,46.0,20.0,8.0,24.0,6.0,4.0,9.0,3.0,2.0,21.0,7.0,2.0
WEST PARK LONG TERM CARE CENTRE,82 Buttonwood Avenue,Toronto Central,West Park Healthcare Centre,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Toronto, M6M2J5,200.0,2018-01-19,2010-10-13,2020-11-10,59.0,26.0,9.0,41.0,16.0,5.0,14.0,4.0,2.0,13.0,4.0,2.0
WESTGATE LODGE NURSING HOME,37 Wilkie Street,South East,Crown Ridge Health Care Services Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Belleville, K8P4E4,88.0,2017-06-23,2010-08-18,2020-07-10,42.0,23.0,12.0,12.0,4.0,4.0,27.0,15.0,7.0,1.0,1.0,1.0
WESTMOUNT GARDENS LONG TERM CARE HOME,590 Longworth Road,South West,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6K4X9,160.0,2018-07-19,2010-07-05,2020-08-26,85.0,24.0,9.0,38.0,7.0,3.0,42.0,11.0,4.0,7.0,5.0,1.0
WESTON TERRACE CARE COMMUNITY,2005 Lawrence Avenue West,Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Toronto, M9N3V4,224.0,2018-11-22,2010-08-24,2020-07-21,36.0,21.0,11.0,21.0,10.0,5.0,12.0,7.0,4.0,10.0,8.0,6.0
WESTSIDE,1145 Albion Road,Central West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 242 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9V4J7,242.0,2018-01-09,2010-09-13,2020-05-26,50.0,17.0,10.0,30.0,8.0,6.0,15.0,4.0,3.0,11.0,7.0,4.0
WIKWEMIKONG NURSING HOME,2281 Wikwemikong Way P.O. Box 114,North East,Wikwemikong Nursing Home Limited,,Non-Profit,Home with approximately 59 beds,Yes,Yes,No,Yes,,Wikwemikong, P0P2J0,59.0,2019-02-21,2010-07-27,2020-01-22,52.0,22.0,10.0,12.0,5.0,2.0,16.0,7.0,3.0,20.0,11.0,4.0
WILDWOOD CARE CENTRE,100 Ann Street P.O. Box 2200,South West,Wildwood Care Centre Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,St. Marys, N4X1A1,60.0,2018-01-02,2011-07-28,2020-02-04,24.0,9.0,5.0,4.0,1.0,1.0,14.0,5.0,3.0,2.0,,
WILKES TERRACE,20B Cartier Road,North West,North Of Superior Healthcare Group,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Terrace Bay, P0T2W0,22.0,2018-08-30,2011-12-05,2019-07-17,9.0,5.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,
"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",75 Fifth Avenue,North West,Sioux Lookout Meno-ya-win Health Centre,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Sioux Lookout, P8T1K9,20.0,2018-07-27,2011-11-01,2020-11-12,12.0,8.0,3.0,1.0,,,3.0,3.0,2.0,2.0,1.0,
WINBOURNE PARK,1020 Westney Road North,Central East,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,Yes,Yes,Yes,Yes,,Ajax, L1T4K6,110.0,2018-10-24,2010-08-24,2020-10-14,42.0,24.0,6.0,21.0,9.0,4.0,16.0,9.0,1.0,3.0,2.0,
WOODBRIDGE VISTA CARE COMMUNITY,5400 Steeles Avenue West,Central West,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Woodbridge, L4L9S1,224.0,2018-02-12,2010-11-17,2020-09-18,53.0,20.0,12.0,33.0,8.0,5.0,22.0,9.0,6.0,13.0,6.0,3.0
WOODHALL PARK CARE COMMUNITY,10260 Kennedy Road North,Central West,Specialty Care / Woodhall Park Inc.,,For-Profit,Home with approximately 147 beds,No,Yes,Yes,Yes,,Brampton, L6Z4N7,147.0,2017-09-21,2010-10-19,2020-11-10,37.0,15.0,6.0,17.0,5.0,2.0,14.0,4.0,3.0,6.0,4.0,2.0
WOODINGFORD LODGE - INGERSOLL,325 Thames Street South,South West,County Of Oxford,,Municipal,Home with approximately 34 beds,No,Yes,No,No,,Ingersoll, N5C2T8,34.0,2018-02-20,2010-08-23,2020-08-12,19.0,10.0,8.0,5.0,2.0,2.0,10.0,4.0,4.0,3.0,3.0,2.0
WOODINGFORD LODGE - TILLSONBURG,52 Venison Street West,South West,County Of Oxford,,Municipal,Home with approximately 34 beds,Yes,Yes,Yes,No,,Tillsonburg, N4G1V1,34.0,2017-12-11,2010-07-29,2019-11-06,19.0,10.0,7.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0
WOODINGFORD LODGE - WOODSTOCK,300 Juliana Drive,South West,County Of Oxford,,Municipal,Home with approximately 160 beds,Yes,Yes,No,No,,Woodstock, N4V0A1,160.0,2017-11-15,2010-08-10,2020-11-05,35.0,15.0,9.0,13.0,3.0,2.0,20.0,8.0,6.0,3.0,,
WOODLAND VILLA,30 Milles Roches Road R. R. #1,Champlain,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Long Sault, K0C1P0,119.0,2018-10-26,2011-06-15,2020-08-14,44.0,22.0,6.0,19.0,8.0,3.0,12.0,5.0,1.0,8.0,5.0,
