name,inspection_types,inspection_dates
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2013-07-16
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection with Order(s) of the Inspector,2013-07-16
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2013-07-10
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection with Order(s) of the Inspector,2013-07-10
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2013-07-09
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection,2013-07-06
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2013-07-04
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection with Order(s) of the Inspector,2013-07-03
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2013-07-03
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection with Order(s) of the Inspector,2013-06-20
ST. JOSEPH'S AT FLEMING,Other Inspection,2013-06-14
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection with Order(s) of the Inspector,2013-06-03
ST. JOSEPH'S AT FLEMING,Complaints Inspection  with Order(s) of the Inspector,2013-05-16
ST. JOSEPH'S AT FLEMING,Complaints Inspection  with Order(s) of the Inspector,2013-04-18
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection,2013-04-18
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2013-04-12
ST. JOSEPH'S AT FLEMING,Follow-Up Inspection with Order(s) of the Inspector,2013-03-13
ST. JOSEPH'S AT FLEMING,Complaints Inspection  with Order(s) of the Inspector,2013-03-04
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2013-02-05
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection  with Order(s) of the Inspector,2012-12-05
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2012-08-09
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2012-04-25
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2012-04-12
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2012-02-29
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2011-12-19
ST. JOSEPH'S AT FLEMING,Complaints Inspection,2011-07-21
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2011-07-21
ST. JOSEPH'S AT FLEMING,Critical Incident Inspection,2011-03-10
ST. JOSEPH'S AT FLEMING,Resident Quality Inspection,2011-03-09
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2020-02-27
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2019-12-13
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2019-07-11
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2019-07-11
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2019-01-16
ST. JOSEPH'S CONTINUING CARE CENTRE,Follow-Up Inspection,2019-01-16
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2019-01-16
ST. JOSEPH'S CONTINUING CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2018-10-18
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2018-03-21
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2018-03-21
ST. JOSEPH'S CONTINUING CARE CENTRE,Resident Quality Inspection,2017-11-08
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2017-09-15
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2017-01-13
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2016-07-18
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2016-07-14
ST. JOSEPH'S CONTINUING CARE CENTRE,Resident Quality Inspection,2016-02-19
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2016-01-05
ST. JOSEPH'S CONTINUING CARE CENTRE,Resident Quality Inspection,2015-08-21
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2015-04-14
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2014-09-08
ST. JOSEPH'S CONTINUING CARE CENTRE,Follow-Up Inspection,2014-08-15
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2014-08-15
ST. JOSEPH'S CONTINUING CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2014-05-26
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2014-01-28
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2013-07-24
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2012-05-12
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2012-02-29
ST. JOSEPH'S CONTINUING CARE CENTRE,Follow-Up Inspection,2011-11-10
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2011-11-10
ST. JOSEPH'S CONTINUING CARE CENTRE,Complaints Inspection,2011-08-04
ST. JOSEPH'S CONTINUING CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2011-08-04
ST. JOSEPH'S CONTINUING CARE CENTRE,Follow-Up Inspection,2010-10-13
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2010-09-24
ST. JOSEPH'S CONTINUING CARE CENTRE,Critical Incident Inspection,2010-09-13
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2015-12-23
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2015-12-22
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-12-10
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2015-12-10
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-10-13
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-10-01
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-06-16
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-06-15
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection  with Order(s) of the Inspector,2015-05-07
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-04-09
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2015-04-09
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2015-04-09
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2015-02-10
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2015-01-19
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2015-01-19
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2015-01-16
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2015-01-16
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-11-28
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-11-28
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-11-24
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-11-24
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-11-20
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection  with Order(s) of the Inspector,2014-11-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2014-10-01
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Resident Quality Inspection with Order(s) of the Inspector,2014-09-25
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2014-09-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2014-09-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-07-10
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-07-10
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-07-07
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-06-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2014-05-27
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2014-04-22
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2014-02-19
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2013-09-16
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2013-06-21
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2013-06-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2013-04-24
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2013-02-28
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2013-02-20
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2013-01-21
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2013-01-15
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2013-01-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2012-11-22
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection with Order(s) of the Inspector,2012-11-22
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2012-10-03
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2012-07-12
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2012-07-03
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2012-06-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Resident Quality Inspection with Order(s) of the Inspector,2012-03-28
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2012-03-28
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2012-02-23
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2012-02-23
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2012-01-20
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2011-10-18
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2011-06-13
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2011-06-13
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2011-06-13
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2011-05-12
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2011-03-24
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2011-03-24
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection  with Order(s) of the Inspector,2011-03-08
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Complaints Inspection,2010-12-13
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2010-09-03
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2010-08-20
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2010-08-20
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Critical Incident Inspection,2010-08-04
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA",Follow-Up Inspection,2010-07-05
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2020-11-12
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2020-10-26
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2020-08-13
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2020-08-13
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Follow-Up Inspection,2019-06-06
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection  with Order(s) of the Inspector,2019-02-28
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2018-02-21
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Resident Quality Inspection,2017-06-02
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Resident Quality Inspection,2016-05-10
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2016-05-09
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2016-05-09
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Follow-Up Inspection,2016-04-22
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection  with Order(s) of the Inspector,2016-04-19
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2016-04-01
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2016-02-08
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Resident Quality Inspection with Order(s) of the Inspector,2015-12-21
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2015-11-23
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2015-06-22
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Follow-Up Inspection with Order(s) of the Inspector,2015-06-18
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection  with Order(s) of the Inspector,2015-06-15
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Follow-Up Inspection,2015-01-21
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2015-01-21
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Resident Quality Inspection with Order(s) of the Inspector,2015-01-20
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2014-10-26
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection  with Order(s) of the Inspector,2014-10-10
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2014-09-26
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2013-09-26
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2013-08-29
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2013-07-31
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2013-05-29
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2013-05-02
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2013-02-12
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2013-01-30
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2012-11-21
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Follow-Up Inspection,2012-10-05
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2012-10-05
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection  with Order(s) of the Inspector,2011-09-08
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2011-09-08
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2011-05-30
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Mandatory Inspection,2011-03-23
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Mandatory Inspection,2011-03-23
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Mandatory Inspection,2011-03-03
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Complaints Inspection,2010-11-16
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2010-11-16
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2010-11-16
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",Critical Incident Inspection,2010-11-16
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2020-11-18
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2020-10-14
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2020-10-14
ST. JOSEPH'S LIFECARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2020-10-09
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2020-06-02
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2020-05-22
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2020-02-27
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2019-11-18
ST. JOSEPH'S LIFECARE CENTRE,Follow-Up Inspection,2019-08-20
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2019-06-10
ST. JOSEPH'S LIFECARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2019-05-30
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2019-03-20
ST. JOSEPH'S LIFECARE CENTRE,Follow-Up Inspection,2019-03-20
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2019-02-13
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2018-12-05
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2018-08-10
ST. JOSEPH'S LIFECARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2018-05-29
ST. JOSEPH'S LIFECARE CENTRE,Follow-Up Inspection,2018-04-05
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2018-02-07
ST. JOSEPH'S LIFECARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2017-02-27
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2016-09-16
ST. JOSEPH'S LIFECARE CENTRE,Resident Quality Inspection,2015-11-17
ST. JOSEPH'S LIFECARE CENTRE,Resident Quality Inspection,2014-10-30
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2013-12-19
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2013-10-30
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2012-09-18
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2012-09-17
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2012-03-08
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2011-11-17
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2011-06-17
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2011-06-17
ST. JOSEPH'S LIFECARE CENTRE,Complaints Inspection,2010-12-07
ST. JOSEPH'S LIFECARE CENTRE,Critical Incident Inspection,2010-12-07
ST. JOSEPH'S LIFECARE CENTRE,Mandatory Inspection,2010-12-07
ST. JOSEPH'S MANOR,Follow-Up Inspection,2020-03-13
ST. JOSEPH'S MANOR,Critical Incident Inspection,2020-03-13
ST. JOSEPH'S MANOR,Critical Incident Inspection,2019-11-29
ST. JOSEPH'S MANOR,Complaints Inspection  with Order(s) of the Inspector,2019-08-27
ST. JOSEPH'S MANOR,Critical Incident Inspection,2019-08-27
ST. JOSEPH'S MANOR,Complaints Inspection,2019-01-17
ST. JOSEPH'S MANOR,Follow-Up Inspection,2019-01-17
ST. JOSEPH'S MANOR,Critical Incident Inspection,2019-01-17
ST. JOSEPH'S MANOR,Other Inspection,2019-01-17
ST. JOSEPH'S MANOR,Resident Quality Inspection with Order(s) of the Inspector,2018-03-01
ST. JOSEPH'S MANOR,Resident Quality Inspection with Order(s) of the Inspector,2017-06-21
ST. JOSEPH'S MANOR,Other Inspection,2016-11-18
ST. JOSEPH'S MANOR,Complaints Inspection,2016-09-28
ST. JOSEPH'S MANOR,Follow-Up Inspection,2016-09-28
ST. JOSEPH'S MANOR,Critical Incident Inspection,2016-09-28
ST. JOSEPH'S MANOR,Critical Incident Inspection  with Order(s) of the Inspector,2016-05-05
