FACILITY_NAME,HCC_CODE,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,REGULATION,ACCRED_STATUS,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,latitude,longitude,Total Confirmed Cases,Total Deaths,outbreak,RESIDENT_COUNCIL,FAMILY_COUNCIL,BEDS_PRIVATEprop
West Shore Laylum,9927D,Fraser Health,PFP,4900 Central Ave,Delta,V4K2G7,Community Care & Assisted Living Act,Not Accredited,2.43,0.3,2.73,2.74,0.3,3.04,55,45,5,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,89,76.1%,72.9%,0.0%,304,38.6%,30.7%,29.7%,69.3%,8.9%,1.7,73.3%,0.52,29.7%,68.3%,0.0%,49.5%,21.5%,12.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0482742,-122.7977542,,,0,True,True,0.0
West Vancouver Care Centre,9B9IG,Vancouver Coastal Health,PFP,1675 27th Street,West Vancouver,V7V4K9,Hospital Act,Unknown,2.37,0.13,2.5,2.65,0.09,2.74,78,23,16,7,0,0,0,0,7,0,0,1,0,0,0.0,0.0,9.0,0.0,0.0,1.3,0.0,0.0,87,75.4%,70.4%,1.8%,987,26.1%,30.7%,21.8%,60.4%,2.5%,2.6,52.5%,0.58,34.6%,3.9%,3.2%,52.9%,27.7%,3.2%,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3404055,-123.18877820000002,,,0,True,True,0.038461538461538464
Westhaven,9A642,Vancouver Island Health,HA,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,Hospital Act,Accredited,3.13,0.29,3.42,3.13,0.29,3.42,32,32,0,0,0,0,,,,,,,,,,,,,,,,,80,64.8%,40.8%,7.2%,794,18.3%,26.6%,30.3%,44.0%,2.8%,3.0,45.0%,0.55,24.8%,20.2%,0.9%,52.3%,14.7%,0.0%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2665244,-124.7749064,,,0,False,False,0.0
Westview Extended Care - Pentiction Regional Hospital,9A6F7,Interior Health,HA,550 Carmi Ave,Penticton,V2A8P9,Hospital Act,Accredited,2.86,0.33,3.19,2.9,0.42,3.32,102,10,10,18,0,0,1,0,5,0,1,0,1,0,1.0,0.0,4.9,0.0,1.0,0.0,1.0,0.0,86,58.8%,68.2%,4.4%,739,15.8%,31.3%,15.5%,62.3%,4.2%,3.2,36.8%,0.58,11.3%,3.2%,10.3%,32.6%,38.3%,6.6%,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.4826229,-119.5763397,,,0,True,True,0.0
Wexford Creek Seniors Community,9358A,Vancouver Island Health,PFP,80 10th Street,Nanaimo,V9R0A8,Community Care & Assisted Living Act,Accredited,2.95,0.16,3.11,2.96,0.15,3.12,110,110,0,0,6,2,0,0,7,0,0,1,1,1,0.0,0.0,6.4,0.0,0.0,0.9,0.9,0.9,85,64.7%,53.6%,3.2%,856,22.8%,16.1%,20.3%,68.1%,13.1%,1.4,77.2%,0.56,0.0%,5.7%,0.0%,48.3%,30.9%,7.4%,5.0,12.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,49.13114,-123.92518799999999,,,0,True,True,0.0
White Rock Seniors Village,993I1,Fraser Health,PFP,1183 Maple Street,White Rock,V8B5K9,Community Care & Assisted Living Act,Accredited,2.49,0.31,2.8,2.68,0.31,2.99,71,59,6,0,0,0,1,0,6,0,0,1,1,0,1.4,0.0,8.5,0.0,0.0,1.4,1.4,0.0,89,84.3%,71.9%,0.0%,405,26.6%,27.0%,30.3%,79.1%,15.6%,3.8,21.7%,0.57,20.9%,61.9%,7.4%,55.7%,26.8%,24.8%,6.0,11.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,49.0236424,-122.7891502,,,0,True,True,0.15492957746478872
William Rudd House,91828,Fraser Health,HA,95 Blackberry Drive,New Westminster,V3L5S7,Hospital Act,Unknown,3.19,0.34,3.52,3.19,0.34,3.53,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,48.5%,0.0%,93.9%,,8.2%,34.7%,0.0%,0.0%,0.0%,4.5,12.2%,0.69,10.2%,67.3%,10.2%,59.2%,1.6%,19.5%,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.21725645,-122.90105809581377,,,0,True,False,0.0
Williams Lake Seniors Village,92CIA,Interior Health,PFP,1455 Western Avenue,Williams Lake,V2G5N1,Community Care & Assisted Living Act,Accredited,2.8,0.35,3.15,2.99,0.35,3.34,113,113,0,0,0,0,0,2,8,0,0,0,3,0,0.0,1.8,7.1,0.0,0.0,0.0,2.7,0.0,81,65.8%,47.6%,7.5%,306,12.3%,24.8%,24.8%,66.9%,3.7%,3.2,36.5%,0.55,0.0%,10.4%,0.0%,44.0%,29.9%,1.8%,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1520084,-122.1593926,,,0,True,True,0.0
Willingdon Care Centre,9B79H,Fraser Health,PFP,4435 Grange St,Burnaby,V5H1P4,Hospital Act,Unknown,2.47,0.31,2.79,2.64,0.31,2.95,95,10,23,10,0,0,1,0,12,0,0,0,0,0,1.1,0.0,12.6,0.0,0.0,0.0,0.0,0.0,89,77.0%,72.3%,2.0%,907,19.4%,27.8%,8.9%,61.2%,1.0%,2.9,44.9%,0.56,3.7%,26.0%,2.4%,28.1%,9.9%,2.4%,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,49.23233265,-123.00484883141232,,,0,True,False,0.0
Willingdon Creek Village,93FB0,Vancouver Coastal Health,HA,4980 Kiwanis Drive,Powell River,V8A5H5,Community Care & Assisted Living Act,Accredited,2.97,0.29,3.26,2.97,0.29,3.26,102,102,0,0,1,0,0,0,4,0,1,0,0,0,0.0,0.0,3.9,0.0,1.0,0.0,0.0,0.0,83,64.0%,52.0%,4.2%,664,21.3%,23.4%,32.9%,75.3%,14.4%,2.6,51.2%,0.55,0.3%,0.3%,0.0%,60.4%,51.0%,34.3%,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,49.849859,-124.519,,,0,True,True,0.0
Windermere Care Centre,9C2G9,Vancouver Coastal Health,PFP,900 West 12th Avenue,Vancouver,V5Z1N3,Community Care & Assisted Living Act,Not Accredited,2.73,0.22,2.95,2.83,0.19,3.02,210,170,22,0,0,0,2,0,26,0,0,0,2,0,1.0,0.0,12.4,0.0,0.0,0.0,1.0,0.0,87,78.2%,61.0%,0.5%,959,22.9%,26.8%,7.0%,64.0%,2.6%,4.6,0.4%,0.54,5.8%,2.6%,0.0%,41.8%,15.3%,4.4%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.260325,-123.125,14.0,1.0,1,True,True,0.02857142857142857
Woodgrove Manor,91FGB,Vancouver Island Health,PFP,6304 Metral Drive,Nanaimo,V9T2L8,Community Care & Assisted Living Act,Not Accredited,2.7,0.09,2.8,3.03,0.18,3.2,43,39,0,0,1,0,0,0,5,0,0,0,5,3,0.0,0.0,11.6,0.0,0.0,0.0,11.6,7.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.229161100000006,-124.04333429999998,,,0,True,True,0.27906976744186046
Wrinch Memorial Hospital,9A63B,Northern Health,HA,2510 West Hwy 62,Hazelton,V0J1Y0,Hospital Act,Accredited,3.24,0.0,3.24,3.39,0.0,3.39,10,1,5,0,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,31.4%,65.7%,0.0%,,13.0%,17.4%,26.1%,47.8%,17.4%,3.1,34.8%,0.52,0.0%,0.0%,0.0%,17.4%,45.1%,18.8%,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,55.25957560000001,-127.651258,,,0,False,False,0.0
Yaletown House,9B0I5,Vancouver Coastal Health,PNP,1099 Cambie Street,Vancouver,V6B5A8,Community Care & Assisted Living Act,Not Accredited,2.59,0.18,2.77,2.81,0.18,2.99,127,127,0,0,0,0,0,1,11,0,0,6,0,0,0.0,0.8,8.7,0.0,0.0,4.7,0.0,0.0,82,51.9%,45.9%,10.4%,"1,548",27.6%,26.7%,40.9%,72.6%,8.1%,4.0,20.7%,0.52,10.7%,63.7%,0.4%,48.8%,17.3%,10.6%,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.275272,-123.119,,,0,True,True,0.0
Youville Residence,99A15,Vancouver Coastal Health,PNP,4950 Heather Street,Vancouver,V5Z3L9,Community Care & Assisted Living Act,Accredited,3.21,0.36,3.57,3.21,0.4,3.61,42,42,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,79,60.0%,29.7%,8.6%,"2,154",24.2%,31.7%,61.5%,82.6%,20.5%,1.2,83.2%,0.59,23.0%,5.6%,18.6%,54.7%,49.6%,5.2%,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.24058,-123.12,,,0,True,True,0.0
Yucalta Lodge,99EJC,Vancouver Island Health,HA,555 - 2nd Avenue,Campbell River,V9W3V1,Community Care & Assisted Living Act,Accredited,2.93,0.29,3.22,2.94,0.29,3.22,99,100,0,0,12,5,0,10,9,0,0,2,1,1,0.0,10.1,9.1,0.0,0.0,2.0,1.0,1.0,82,60.5%,45.9%,6.1%,"1,038",37.0%,34.6%,35.1%,76.8%,7.3%,3.9,27.3%,0.59,9.2%,0.0%,0.8%,64.3%,32.7%,9.6%,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.009873,-125.24531,,,0,True,False,0.0
Zion Park Manor,99444,Fraser Health,PNP,5939-180th St,Surrey,V3S4L2,Community Care & Assisted Living Act,Not Accredited,2.73,0.35,3.08,2.73,0.35,3.08,99,99,0,0,0,0,0,0,8,0,0,0,3,0,0.0,0.0,8.1,0.0,0.0,0.0,3.0,0.0,85,70.6%,61.4%,1.2%,"1,118",13.9%,23.2%,23.2%,55.1%,8.6%,3.0,40.7%,0.57,0.5%,0.0%,2.3%,47.0%,8.2%,2.7%,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.1101454,-122.724215,,,0,True,True,0.29292929292929293
