FACILITY_NAME,HCC_CODE,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,PHONE,OPERATOR_NAME,OPEN_DATE,COUNCIL,MEETINGS_HELD,PARKING_COSTS,REGULATION,ACCRED_STATUS,ACCRED_EXPIRY,COMPLAINT_CONTACT,COMPLAINT_PHONE,SPENDING_ACCOUNT,FOOD_SERVICE,FOOD_PREP,FOOD_COST_LASTYR,FOOD_COST_CURRENTYR,LANGUAGES,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,FEES_CABLE,FEES_TELE,FEES_INTERNET,FEES_OTHER,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,ADVERSE_EVENT,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,WEBPAGE,SURVEY_URL,MISSING_SURVEY,CONTRACTED_NURSING,CONTRACTED_CARE_AIDES,CONTRACTED_HOUSEKEEPING,CONTRACTED_PLANT,PER_DIEM_LASTYR,PER_DIEM_CURRENTYR,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,latitude,longitude,cleaned_name,Facility Name,Total Confirmed Cases,Total Deaths,outbreak
The Residence in Mission,93F40,Fraser Health,HA,7324 Hurd Street,Mission,V2V3H5,(604) 814-6707,Fraser Health,2014,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Manager,(604) 814-6707,Yes,Outside Contractor,Yes,$9.00,$9.87,"English, Spanish, Austrian German, German, Dutch, Punjabi, Hindi",3.04,0.33,3.37,3.04,0.33,3.37,No,No,No,,0,200,200,190,5,0,1,0,1,1,17,0,0,0,4,5,0.5,0.5,8.5,0.0,0.0,0.0,2.0,2.5,not applicable,85,62.6%,57.7%,4.1%,869,23.9%,31.6%,31.9%,58.0%,13.0%,2.4,56.2%,0.57,4.7%,48.0%,1.4%,52.8%,35.1%,1.6%,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/A/A/residential-care---the-residence-in-mission#.XRORxkmouUk,https://surveybcseniors.org/carehomeresults/the-residence-in-mission-fha/,,No,No,Yes,No,,,7.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.135354,-122.330124,the residence in mission,,,,0
The Views - St. Joseph's General Hospital,9A6DD,Vancouver Island Health,PNP,2137 Comox Avenue,Comox,V9M1P2,(250) 331-8650,Providence Health Care Society,1982,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,2022,Executive Director,(250) 331-8650 x68701,No,Operator,Yes,$8.14,$7.11,"English, French, Tagalog, Spanish",2.76,0.35,3.11,2.8,0.37,3.17,No,No,No,,0,145,145,23,21,13,2,0,,,,,,,,,,,,,,,,,0,85,75.1%,59.0%,4.2%,624,24.0%,26.2%,18.3%,71.7%,6.1%,3.4,33.7%,0.61,6.8%,27.9%,8.6%,60.3%,26.9%,12.3%,https://cvviews.com/,https://surveybcseniors.org/carehomeresults/the-views-st-josephs-general-hospital-island/,,No,No,No,No,$220.98,$226.73,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.67354215,-124.9422815862309,the views - st. joseph's general hospital,,,,0
Three Links Care Centre,9AC12,Vancouver Coastal Health,PNP,2934 East 22nd Ave,Vancouver,V5M2Y4,(604) 434-7211,Three Links Care Society,1981,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,October 2022,Director of Care,(778) 452-6503,Yes,Operator,Yes,$7.90,$7.88,"English, Tagalog, Punjabi, Hindi, Cantonese, Italian, Polish, Portuguese, Farsi, Hokkien, Russian, Spanish, Swedish, Ukrainian",2.71,0.34,3.05,2.84,0.36,3.2,No,No,No,Clothing labelling fee,0,90,90,90,0,0,0,0,0,1,9,0,0,6,0,0,0.0,1.1,10.0,0.0,0.0,6.7,0.0,0.0,not applicable,84,50.8%,52.8%,7.0%,957,24.1%,40.3%,29.7%,68.6%,8.1%,3.7,21.8%,0.59,1.7%,3.4%,7.3%,54.6%,25.4%,1.0%,https://www.threelinks.com/,https://surveybcseniors.org/carehomeresults/three-links-care-centre-the-vcha/,,No,Yes,No,No,$214.92,$226.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2503144,-123.0429307,three links care centre,,,,0
Three Links Manor,9AHHB,Interior Health,HA,1449 Kelglen Cres,Kelowna,V1Y8P4,(250) 763-2585,Interior Health,1983,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Manager,(250) 712-6956,Yes,Operator,Yes,$8.34,$9.17,"Spanish, German, Filipino, Punjabi, Polish, Russian",2.8,0.36,3.16,2.79,0.37,3.17,No,No,No,,0,82,82,82,0,0,0,0,1,0,6,0,0,3,4,0,1.2,0.0,7.3,0.0,0.0,3.7,4.9,0.0,not applicable,86,65.9%,56.1%,3.7%,810,21.9%,40.1%,35.6%,77.8%,13.7%,1.8,69.9%,0.63,6.7%,18.8%,26.4%,42.2%,29.2%,17.4%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Three%20Links%20Manor,https://surveybcseniors.org/carehomeresults/three-links-manor-iha/,,No,No,No,No,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.883268,-119.4669195,three links manor,,,,0
Totem Lodge - Sechelt Hospital,9A563,Vancouver Coastal Health,HA,5544 Sunshine Coast Highway,Sechelt,V0N3A0,(604) 885-8602,Vancouver Coastal Health,1988,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2020,Resident Care Coordinator / Manager,(604) 885-8602,No,Outside Contractor,Yes,$7.94,$8.10,"French, Tagalog",2.92,0.22,3.14,2.93,0.21,3.14,No,Yes,Yes,Personal Care fee for personal items,0,49,49,3,3,10,0,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,not applicable,85,67.8%,57.6%,7.3%,683,22.6%,33.9%,31.0%,60.1%,6.0%,2.0,67.3%,0.59,4.8%,0.0%,0.0%,49.4%,16.0%,14.8%,http://www.vch.ca/locations-services/result?res_id=24,https://surveybcseniors.org/carehomeresults/st-marys-hosp-totem-lodge-ecu-vcha/,,No,No,Yes,No,,,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.50828092664089,-123.89803176719371,totem lodge - sechelt hospital,,,,0
Trillium Lodge,9AD7B,Vancouver Island Health,HA,401 Moilliet St,Parksville,V9P1N3,(250) 947-8230,Vancouver Island Health,1982,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act & Community Care & Assisted Living Act,Accredited,April 2022,Manager or Clinical Nurse Lead,(250) 947-8230x39069 / (250) 947-8230x39052,Yes,Operator,Yes,$8.01,$8.37,,2.88,0.33,3.21,2.86,0.33,3.2,No,No,No,Clothing labelling fee,0,91,91,58,3,9,2,1,0,3,0,0,0,0,0,0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3,84,74.9%,58.5%,1.0%,450,23.9%,28.7%,29.3%,59.1%,4.2%,3.0,38.5%,0.56,3.0%,11.6%,14.0%,54.6%,31.0%,7.1%,https://www.islandhealth.ca/our-locations/long-term-care-locations/trillium-lodge,https://surveybcseniors.org/carehomeresults/trillium-lodge-island/,,,,,,,,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.311376,-124.32513999999999,trillium lodge,,,,0
Trinity Care Centre,9AGF1,Interior Health,HA,75 Green Ave West,Penticton,V2A7N6,(250) 493-6601,Interior Health,1983,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Manager / Director of Care,(250) 493-6601,Yes,Operator & Outside Contractor,Yes,$7.72,$8.11,"English, French, Punjabi, Spanish",2.83,0.36,3.19,2.83,0.36,3.19,No,No,Yes,,0,75,75,75,0,0,0,0,2,0,2,0,0,1,0,0,2.7,0.0,2.7,0.0,0.0,1.3,0.0,0.0,not applicable,83,64.5%,49.9%,6.1%,741,11.9%,48.1%,19.5%,54.9%,2.4%,2.8,43.3%,0.56,12.3%,0.0%,0.3%,37.9%,27.1%,6.3%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Trinity%20Care%20Centre,https://surveybcseniors.org/carehomeresults/trinity-care-centre-iha/,,No,No,No,No,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.46314520000001,-119.5894601,trinity care centre,,,,0
Tsawaayuus - Rainbow Gardens,9C2FI,Vancouver Island Health,PNP,6151 Russell Place,Port Alberni,V9Y7W3,(250) 724-5655,West Coast Native Health Care Society,1982,Resident Council,Regular Schedule,Yes (no fee),Hospital Act,Unknown,not available,Site Manager,(250) 724-5655,Yes,Outside Contractor,Yes,$7.69,$8.38,English,2.55,0.34,2.89,2.58,0.37,2.95,No,No,No,,0,30,30,31,0,0,0,0,,,,,,,,,,,,,,,,,1,80,53.6%,42.0%,12.3%,802,18.8%,26.6%,15.6%,42.2%,3.9%,2.9,30.5%,0.53,0.0%,0.0%,0.0%,49.2%,22.1%,0.0%,https://rainbowgardens.ca/,https://surveybcseniors.org/carehomeresults/tsawaayuus-rainbow-gardens-island/,,Yes,Yes,Yes,Yes,$229.28,$235.33,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.2690022,-124.8462038,tsawaayuus - rainbow gardens,,,,0
Valhaven Rest Home,98H9F,Fraser Health,PNP,4212 Balmoral St,Abbotsford,V4X1Y5,(604) 856-2812,Tabor Home Society,1969,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,April 2022,Executive Director,(604) 859-8715 x102,Yes,Operator,Yes,$9.70,$7.98,"English, Thai, German, Punjabi, French",2.43,0.3,2.73,3.0,0.36,3.36,No,Yes,No,"Clothing labelling fee and minor 3rd party billing fees, eg. Haridresser, foot care",4,22,26,26,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,not applicable,91,73.7%,82.5%,1.5%,"1,063",4.3%,27.7%,21.3%,74.5%,10.6%,3.8,28.7%,0.62,14.9%,0.0%,0.0%,53.2%,29.3%,5.3%,https://website.taborvillage.org/care-solutions/complex-care/,https://surveybcseniors.org/carehomeresults/valhaven-rest-home-fha/,,No,No,No,No,$218.82,$247.80,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.0789671,-122.38571529999999,valhaven rest home,"Valhaven, LTCF",9.0,1.0,1
Valleyhaven,98HA8,Fraser Health,PFP,45450 Menholm Rd.,Chilliwack,V2P1M2,(604) 792-0037,Kaigo Senior Living Group,2009,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,November 2022,Director of Care,(604) 792-0037x102,Yes,Operator,Yes,$6.54,$7.80,"English, German, Punjabi, Hindi",2.56,0.3,2.86,3.0,0.36,3.36,No,No,No,,1,90,91,83,4,0,3,0,0,1,12,0,0,3,0,2,0.0,1.1,13.2,0.0,0.0,3.3,0.0,2.2,not applicable,87,63.5%,66.4%,3.7%,576,18.8%,19.9%,25.7%,61.0%,9.2%,2.4,50.7%,0.55,8.5%,69.9%,0.0%,48.2%,19.6%,6.0%,http://www.kaigo.ca/community/valley-haven/,https://surveybcseniors.org/carehomeresults/valleyhaven-fha/,,No,No,No,No,$212.31,$236.57,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1664458,-121.96614440000002,valleyhaven,,,,0
Veterans Memorial Lodge,916HD,Vancouver Island Health,PNP,4579 Chatterton Way,Saanich,V8X4Y7,(250) 658-0311,Broadmead Care Society,1995,Family Council,Regular Schedule,Yes (no fee),Hospital Act,Accredited,November 2020,Director,(250) 658-0311,Yes,Operator,Yes,$8.45,$8.94,"English, Arabic, Mandarin, Cantonese, Croatian, Czech, Punjabi, Hindi, Tagalog, Japanese, Korean, French, Portuguese, Polish, Spanish, Ukrainian, Somali",2.98,0.24,3.22,2.99,0.34,3.33,No,No,No,Foot care; Hairdressing; Enhanced wheelchair and walker cleaning Program enhancement; One-time clothing labeling fee; Dentist and Dental Hygiene Services on a fee-for-service basis.,0,225,225,201,12,0,1,0,,,,,,,,,,,,,,,,,7,89,39.3%,73.3%,2.2%,706,19.6%,26.7%,38.3%,71.8%,7.8%,2.7,47.7%,0.59,2.8%,0.1%,1.4%,35.8%,17.3%,2.2%,https://www.broadmeadcare.com/care-programs/veterans-memorial-lodge,https://surveybcseniors.org/carehomeresults/veterans-memorial-lodge-at-broadmead-island/,,No,No,No,No,$214.50,$223.17,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4968,-123.3785,veterans memorial lodge,,,,0
Victoria Chinatown Care Centre,9AC99,Vancouver Island Health,PNP,555 Herald Street,Victoria,V8W1S5,(250) 381-4322,Victoria Chinatown Care Society,1982,Resident & Family Council (combined),Regular Schedule,No,Community Care & Assisted Living Act,Accredited,March 2021,Administrator / Director of Care,(250) 381-4322,Yes,Operator,Yes,$7.73,$7.89,"English, Cantonese, Mandarin, Tagalog",3.15,0.02,3.17,3.18,0.04,3.22,No,No,No,,0,31,31,29,1,0,1,1,0,0,7,0,0,1,2,1,0.0,0.0,22.6,0.0,0.0,3.2,6.5,3.2,not applicable,85,62.0%,66.7%,0.8%,"2,080",25.4%,23.0%,20.5%,73.8%,4.9%,2.9,42.6%,0.52,0.8%,59.8%,7.4%,50.0%,5.1%,0.8%,http://chinatowncarefoundation.com/item-2/s5-css-a-js-compressor/care-centre,https://surveybcseniors.org/carehomeresults/victoria-chinatown-care-centre-island/,,No,No,No,Yes,$224.59,$230.18,2.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,48.42991129999999,-123.3676465,victoria chinatown care centre,,,,0
Victorian Community Health Centre of Kaslo,98GA3,Interior Health,HA,673A Avenue,Kaslo,V0G1M0,(250) 353-2211,Interior Health,1979,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Residential Care Coordinator,(250) 353-2211,Yes,Operator,Yes,$7.34,$7.30,"English, French, Romanian",3.14,0.33,3.47,3.14,0.34,3.48,No,Yes,Yes,,0,20,20,17,3,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,not applicable,88,70.8%,73.6%,7.5%,"2,306",37.8%,32.4%,17.6%,59.5%,14.9%,3.3,31.1%,0.61,40.5%,6.8%,1.4%,70.3%,35.3%,1.1%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Victorian%20Community%20Health%20Centre%20of%20Kaslo,https://surveybcseniors.org/carehomeresults/victorian-community-health-centre-of-kaslo-iha/,,No,No,No,No,,,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.913478600000005,-116.9140496,victorian community health centre of kaslo,,,,0
Villa Carital,9198G,Vancouver Coastal Health,PNP,3050 Penticton St,Vancouver,V5M4W2,(604) 434-0995,Carital Continuing Care Society,1996,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Not Accredited,not applicable,Administrator / Director of Care,(604) 412-5104 / (604) 412-5109,Yes,Outside Contractor,Yes,$8.03,$8.21,"Italian, English, Tagalog, Spanish, Punjabi, German, Cantonese, Mandarin",3.28,0.32,3.6,3.28,0.35,3.63,No,No,Yes,,5,76,81,60,12,0,1,0,0,0,5,0,0,5,0,4,0.0,0.0,6.2,0.0,0.0,6.2,0.0,4.9,not applicable,88,81.2%,73.5%,1.1%,"1,468",39.3%,37.4%,45.1%,68.7%,17.2%,2.4,54.3%,0.61,14.7%,90.5%,2.5%,69.9%,41.9%,5.0%,http://www.villacarital.com/,https://surveybcseniors.org/carehomeresults/villa-carital-vcha/,,Yes,Yes,Yes,No,$228.49,$230.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.256583899999995,-123.0521465,villa carital,,,,0
Villa Cathay Care Home,999II,Vancouver Coastal Health,PNP,970 Union Street,Vancouver,V6A3V1,(604) 254-5621,Villa Cathay Care Society,1979,"Resident Council, Family Council",Regular Schedule,No,Community Care & Assisted Living Act,Not Accredited,not applicable,Director of Care / Manager,(604) 254-5621,Yes,Operator,Yes,$7.80,$9.14,"English, Cantonese, Mandarin",2.75,0.18,2.93,2.88,0.23,3.11,No,No,No,,4,130,134,112,19,0,0,0,0,0,2,0,0,1,0,0,0.0,0.0,1.5,0.0,0.0,0.7,0.0,0.0,not applicable,89,79.2%,77.0%,0.6%,"1,682",16.3%,44.8%,13.0%,50.2%,3.7%,3.5,33.9%,0.53,0.0%,0.4%,0.2%,28.5%,15.6%,11.4%,https://villacathay.ca/,https://surveybcseniors.org/carehomeresults/villa-cathay-care-home-vcha/,,No,No,No,No,$233.45,$241.87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.277208,-123.084,villa cathay care home,"Villa Cathay, LTCF",1.0,0.0,1
Village at Mill Creek,9911G,Interior Health,PNP,1450 Sutherland Avenue,Kelowna,V1Y5Y5,(250) 860-2216,Baptist Housing,1979,"Resident Council, Family Council",Regular Schedule,,Hospital Act,Unknown,not available,,,,Outside Contractor,Yes,$7.14,$7.14,,2.8,0.35,3.15,2.98,0.35,3.33,No,No,No,,14,82,96,96,0,0,0,0,0,0,4,0,0,3,3,2,0.0,0.0,4.2,0.0,0.0,3.1,3.1,2.1,not applicable,86,62.9%,66.1%,4.2%,"1,153",25.2%,28.5%,23.5%,83.4%,15.5%,2.5,55.1%,0.53,3.0%,41.6%,14.1%,37.1%,22.0%,0.0%,https://www.baptisthousing.org/communities/village-mill-creek-kelowna,https://surveybcseniors.org/carehomeresults/village-at-mill-creek-iha/,,No,No,Yes,No,$206.40,$215.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8803526,-119.46813059999998,village at mill creek,,,,0
Village at Smith Creek,9C1H6,Interior Health,PNP,2425 Orlin Road,West Kelowna,V4T3C7,(250) 768-0488,Baptist Housing,1992,Resident & Family Council (combined),Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Administrator,(250) 768-0488 ext. 5,Yes,Outside Contractor,Yes,$7.14,$7.14,"English, French, Spanish, German",2.8,0.35,3.15,2.98,0.35,3.33,No,No,No,,1,138,139,130,8,0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0.0,5.8,7.9,0.0,not applicable,86,62.8%,61.9%,3.5%,937,31.7%,30.2%,29.2%,69.8%,6.0%,2.8,40.8%,0.56,3.8%,29.0%,0.0%,58.1%,24.8%,3.0%,https://www.baptisthousing.org/communities/village-smith-creek-west-kelowna,https://surveybcseniors.org/carehomeresults/village-at-smith-creek-iha/,,No,No,Yes,No,$206.32,$216.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8433445,-119.6279642,village at smith creek,,,,0
Village by the Station,92CBA,Interior Health,PNP,270 Hastings Avenue,Penticton,V2A2V6,(250) 490-4949,The Good Samaritan Society,2003,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,October 2019,Site Administrator,(250) 490-4352,Yes,Operator,Yes,$7.52,$9.40,"English, French, Tagalog, Afrikaans, Spanish, Italian",2.8,0.35,3.15,2.8,0.35,3.15,No,No,No,,0,100,100,133,4,0,1,0,2,4,14,0,1,0,3,1,2.0,4.0,14.0,0.0,1.0,0.0,3.0,1.0,not applicable,84,70.7%,50.2%,2.9%,646,18.2%,19.7%,26.5%,72.2%,8.3%,2.6,53.5%,0.55,14.9%,10.6%,0.8%,34.3%,35.6%,8.2%,https://gss.org/locations/village-by-the-station/,https://surveybcseniors.org/carehomeresults/village-by-the-station-iha/,,No,No,No,No,$206.74,$209.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4851093,-119.5957646,village by the station,,,,0
Waverly Seniors Village,922DF,Fraser Health,PFP,8445 Young Rd,Chilliwack,V2P4P2,(604) 792-6340,Retirement Concepts,1989,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,February 2022,Director of Care,(604) 703-2103,Yes,Outside Contractor,Yes,$7.36,$7.45,"English, Punjabi",2.45,0.28,2.73,2.67,0.28,2.95,Yes,No,No,,22,31,53,51,1,0,1,1,2,0,2,0,0,3,0,1,3.8,0.0,3.8,0.0,0.0,5.7,0.0,1.9,not applicable,87,74.2%,77.4%,5.0%,511,31.1%,36.1%,29.4%,73.1%,10.1%,2.9,32.8%,0.60,0.8%,62.2%,0.0%,47.9%,27.3%,15.5%,https://www.retirementconcepts.com/locations/waverly-seniors-village/,https://surveybcseniors.org/carehomeresults/waverly-grosvenor-house-ventures-fha/,,Yes,Yes,Yes,Yes,$239.27,$266.69,3.0,8.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.155592999999996,-121.95191000000001,waverly seniors village,,,,0
West Shore Laylum,9927D,Fraser Health,PFP,4900 Central Ave,Delta,V4K2G7,(604) 946-2822,First Canadian Management Corporation,1973,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Not Accredited,not applicable,Manager of Residential Care,(604) 240-8172,yes,Operator,Yes,$7.78,$8.43,"English, Tagalog, Malayan, Hindi, Punjabi, Cantonese, Korean, French",2.43,0.3,2.73,2.74,0.3,3.04,No,No,No,,0,55,55,45,5,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,not applicable,89,76.1%,72.9%,0.0%,304,38.6%,30.7%,29.7%,69.3%,8.9%,1.7,73.3%,0.52,29.7%,68.3%,0.0%,49.5%,21.5%,12.0%,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/1/4/residential-care---west-shore-laylum#.XROP0UmouUk,https://surveybcseniors.org/carehomeresults/west-shore-laylum-fha/,,Yes,Yes,Yes,No,$208.45,$223.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0482742,-122.79775420000001,west shore laylum,,,,0
West Vancouver Care Centre,9B9IG,Vancouver Coastal Health,PFP,1675 27th Street,West Vancouver,V7V4K9,(604) 925-1247,Optima Living Communities,1987,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Unknown,not available,Director of Care,(604) 925-1247,Yes,Outside Contractor,Yes,$6.41,$6.64,"English, Romanian, Polish, Tagalog, Spanish, Portuguese, Punjabi, Hindi",2.37,0.13,2.5,2.65,0.09,2.74,No,No,Yes,,3,75,78,23,16,7,0,0,0,0,7,0,0,1,0,0,0.0,0.0,9.0,0.0,0.0,1.3,0.0,0.0,not applicable,87,75.4%,70.4%,1.8%,987,26.1%,30.7%,21.8%,60.4%,2.5%,2.6,52.5%,0.58,34.6%,3.9%,3.2%,52.9%,27.7%,3.2%,https://optimaliving.ca/optima-communities/west-vancouver-care-centre,https://surveybcseniors.org/carehomeresults/west-vancouver-care-centre-vcha/,,No,Yes,Yes,No,$211.65,$215.21,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3404055,-123.18877820000002,west vancouver care centre,,,,0
Westhaven,9A642,Vancouver Island Health,HA,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,(250) 724-8875,Vancouver Island Health,2001,,,Yes (no fee),Hospital Act,Accredited,April 2022,Clinical Nurse Lead / Manager,(250) 724-8875 / (250) 947-8230x39068,Yes,Operator,Yes,$12.57,$13.16,"English, Punjabi, German",3.13,0.29,3.42,3.13,0.29,3.42,No,No,No,Clothing labelling fee,0,32,32,32,0,0,0,0,,,,,,,,,,,,,,,,,1,80,64.8%,40.8%,7.2%,794,18.3%,26.6%,30.3%,44.0%,2.8%,3.0,45.0%,0.55,24.8%,20.2%,0.9%,52.3%,14.7%,0.0%,https://www.islandhealth.ca/our-locations/long-term-care-locations/westhaven,https://surveybcseniors.org/carehomeresults/westhaven-island/,,No,No,No,No,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2665244,-124.7749064,westhaven,,,,0
Westview Extended Care - Pentiction Regional Hospital,9A6F7,Interior Health,HA,550 Carmi Ave,Penticton,V2A8P9,(250) 492-9039/(250) 492-9026 ,Interior Health,1980,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2019,Manager / Resident Care Coordinator,(250) 492-4000 x32676 / (250) 492-4000 x32106,Yes,Operator,No,$7.42,$8.21,"English, Punjabi, Hindi, Portuguese, Filipino, French",2.86,0.33,3.19,2.9,0.42,3.32,Yes,No,No,,0,102,102,10,10,18,0,0,1,0,5,0,1,0,1,0,1.0,0.0,4.9,0.0,1.0,0.0,1.0,0.0,not applicable,86,58.8%,68.2%,4.4%,739,15.8%,31.3%,15.5%,62.3%,4.2%,3.2,36.8%,0.58,11.3%,3.2%,10.3%,32.6%,38.3%,6.6%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Westview%20Extended%20Care,https://surveybcseniors.org/carehomeresults/westview-extended-care-penticton-regional-hospital-iha/,,No,No,No,No,,,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.4826229,-119.5763397,westview extended care - pentiction regional hospital,,,,0
