facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,location,point,latitude,longitude,residents_council,family_council,accreditation,home_type,years_operating,LONGITUDE,LATITUDE
the hamlets at westsyde,0.0,930H0,Interior Health,3255 Overlander Drive,Kamloops,V2B0A5,(250) 579-9061,2007,"Resident Council, Family Council",Unknown,3.0,109.0,112.0,112.0,0.0,0.0,5,0,2,0,10,0,0,4,4,3,1.8,0,8.9,0,0,3.6,3.6,2.7,81,0.524,0.527,0.2,1382,0.321,0.142,0.284,0.474,0.047,3.2,0.316,0.57,0.032,0.005,0,0.584,0.38,0.038,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"3255, Overlander Drive, Westsyde, Kamloops, Thompson-Nicola Regional District, British Columbia, V2B 6R8, Canada","(50.7707786, -120.3419334, 0.0)",50.7707786,-120.3419334,yes,yes,unknown,for-profit,13.0,-120.34135959999999,50.7709542
the heights at mount view,0.0,93F7A,Vancouver Island Health,3814 Carey Road,Victoria,V8Z4C4,(250) 384-1313,2014,Family Council,Unknown,0.0,260.0,260.0,260.0,0.0,0.0,19,11,1,12,32,0,1,19,3,38,0.4,4.6,12.3,0,0.4,7.3,1.2,14.6,83,0.652,0.517,0.054,1035,0.284,0.297,0.413,0.749,0.123,2.7,0.431,0.58,0.008,0.251,0.002,0.572,0.248,0.002,9.0,17.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,no,"The Heights at Mount View, 3814, Carey Road, Saanich, Capital Regional District, British Columbia, V8Z 3L8, Canada","(48.4594798, -123.38175704469683, 0.0)",48.4594798,-123.38175704469684,no,yes,unknown,non-profit,6.0,-123.3816896,48.4594684
the madison care centre,0.0,935IA,Fraser Health,1399 Foster Avenue,Coquitlam,V3J2N1,(604) 936-9231,2008,"Resident Council, Family Council",Not Accredited,41.0,96.0,137.0,128.0,9.0,0.0,6,1,0,1,5,0,0,0,1,0,0,0.7,3.6,0,0,0,0.7,0,89,0.87,0.797,0,1069,0.255,0.361,0.343,0.681,0.075,2.5,0.517,0.55,0.099,0.06,0.005,0.478,0.165,0.246,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Foster Avenue, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0A0, Canada","(49.2568192, -122.8931522, 0.0)",49.2568192,-122.89315220000002,yes,yes,no,for-profit,12.0,-122.89315220000002,49.2568192
the mayfair,0.0,9C3GE,Fraser Health,33433 Marshall Road,Abbotsford,V2S1K8,(604) 855-7217,2015,Resident & Family Council (combined),Not Accredited,30.0,61.0,91.0,80.0,2.0,0.0,1,1,2,0,8,0,0,1,5,2,2.2,0,8.8,0,0,1.1,5.5,2.2,84,0.682,0.585,0.074,838,0.452,0.343,0.323,0.665,0.129,2.3,0.597,0.56,0.056,0.052,0,0.597,0.197,0.135,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"The Mayfair senior living + care, 33433, Marshall Road, Mill Lake, Abbotsford, British Columbia, V2S 1K8, Canada","(49.03936815, -122.29768336109245, 0.0)",49.03936815,-122.29768336109244,yes,yes,no,non-profit,5.0,-122.29768929999999,49.039494
the pines,0.0,9C373,Northern Health,800 Centre St.,Burns Lake,V0J1E0,(250) 692-2490,1992,"Resident Council, Family Council",Accredited,0.0,36.0,36.0,26.0,5.0,0.0,,,1,0,1,0,0,0,0,0,2.8,0,2.8,0,0,0,0,0,87,0.712,0.644,0.023,34,0.081,0.199,0.353,0.625,0.125,3,0.449,0.53,0,0.059,0.228,0.412,0.36,0.078,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,no,"Centre Street, Burns Lake, Regional District of Bulkley-Nechako, British Columbia, V0J 1E0, Canada","(54.2365817, -125.7600106, 0.0)",54.2365817,-125.76001059999999,yes,yes,yes,health_authority,28.0,-125.76001059999999,54.2365817
the priory - heritage woods,0.0,921JD,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1999,Resident & Family Council (combined),Accredited,0.0,75.0,75.0,75.0,0.0,0.0,1,0,,,,,,,,,,,,,,,,,85,0.78,0.547,0.024,925,0.495,0.13,0.317,0.833,0.061,2.8,0.519,0.55,0,0.843,0.157,0.686,0.384,0.011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"The Priory, 567, Goldstream Avenue, Colwood, Capital Regional District, British Columbia, V9B 3A4, Canada","(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48827996082501,yes,yes,yes,health_authority,21.0,-123.48827996082501,48.44513565
the priory - hiscock,0.0,9A604,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1979,Resident & Family Council (combined),Accredited,0.0,75.0,75.0,7.0,6.0,14.0,1,0,,,,,,,,,,,,,,,,,83,0.768,0.525,0.061,428,0.24,0.452,0.423,0.587,0.09,3.1,0.404,0.61,0,0.734,0.734,0.417,0.149,0.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"The Priory, 567, Goldstream Avenue, Colwood, Capital Regional District, British Columbia, V9B 3A4, Canada","(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48827996082501,yes,yes,yes,health_authority,41.0,-123.48827996082501,48.44513565
the residence at morgan heights,0.0,9375A,Fraser Health,15955 27th Avenue,Surrey,V3Z3W3,(604) 535-1118,2009,Family Council,Not Accredited,26.0,90.0,116.0,108.0,4.0,0.0,4,1,0,1,2,0,0,0,0,0,0,0.9,1.7,0,0,0,0,0,89,0.674,0.78,0.014,,0.144,0.227,0.15,0.742,0.11,3,0.415,0.56,0.292,0.657,0.059,0.504,0.295,0.031,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,,,,no,yes,no,for-profit,11.0,,
the residence in mission,0.0,93F40,Fraser Health,7324 Hurd Street,Mission,V2V3H5,(604) 814-6707,2014,"Resident Council, Family Council",Unknown,0.0,200.0,200.0,190.0,5.0,0.0,1,0,1,1,17,0,0,0,4,5,0.5,0.5,8.5,0,0,0,2,2.5,85,0.626,0.577,0.041,869,0.239,0.316,0.319,0.58,0.13,2.4,0.562,0.57,0.047,0.48,0.014,0.528,0.351,0.016,7.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Mission Memorial Hospital, 7324, Hurd Street, West Heights, Mission, British Columbia, V2V 3H5, Canada","(49.135136900000006, -122.3311689829623, 0.0)",49.135136900000006,-122.3311689829623,yes,yes,unknown,health_authority,6.0,-122.32992050000001,49.1351718
the views - st. joseph's general hospital,0.0,9A6DD,Vancouver Island Health,2137 Comox Avenue,Comox,V9M1P2,(250) 331-8650,1982,"Resident Council, Family Council",Accredited,0.0,145.0,145.0,23.0,21.0,13.0,2,0,,,,,,,,,,,,,,,,,85,0.751,0.59,0.042,624,0.24,0.262,0.183,0.717,0.061,3.4,0.337,0.61,0.068,0.279,0.086,0.603,0.269,0.123,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"The Views at St. Joseph's, 2137, Comox Avenue, Lazo, Comox, Comox Valley Regional District, British Columbia, V9M 3Z0, Canada","(49.67354215, -124.9422815862309, 0.0)",49.67354215,-124.9422815862309,yes,yes,yes,non-profit,38.0,-124.9422815862309,49.67354215
three links care centre,0.0,9AC12,Vancouver Coastal Health,2934 East 22nd Ave,Vancouver,V5M2Y4,(604) 434-7211,1981,"Resident Council, Family Council",Accredited,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,1,9,0,0,6,0,0,0,1.1,10,0,0,6.7,0,0,84,0.508,0.528,0.07,957,0.241,0.403,0.297,0.686,0.081,3.7,0.218,0.59,0.017,0.034,0.073,0.546,0.254,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Three Links Care Centre, 2934, East 22nd Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada","(49.2503922, -123.0430709, 0.0)",49.2503922,-123.0430709,yes,yes,yes,non-profit,39.0,-123.0429307,49.2503144
three links manor,0.0,9AHHB,Interior Health,1449 Kelglen Cres,Kelowna,V1Y8P4,(250) 763-2585,1983,"Resident Council, Family Council",Accredited,0.0,82.0,82.0,82.0,0.0,0.0,0,0,1,0,6,0,0,3,4,0,1.2,0,7.3,0,0,3.7,4.9,0,86,0.659,0.561,0.037,810,0.219,0.401,0.356,0.778,0.137,1.8,0.699,0.63,0.067,0.188,0.264,0.422,0.292,0.174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"1449, Kelglen Crescent, North Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1Y 6G2, Canada","(49.8831824, -119.4649473, 0.0)",49.883182399999995,-119.4649473,yes,yes,yes,health_authority,37.0,-119.4669195,49.883268
totem lodge - sechelt hospital,0.0,9A563,Vancouver Coastal Health,5544 Sunshine Coast Highway,Sechelt,V0N3A0,(604) 885-8602,1988,"Resident Council, Family Council",Accredited,0.0,49.0,49.0,3.0,3.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,85,0.678,0.576,0.073,683,0.226,0.339,0.31,0.601,0.06,2,0.673,0.59,0.048,0,0,0.494,0.16,0.148,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"5544, Sunshine Coast Highway, Sechelt, Sunshine Coast Regional District, British Columbia, V0N 1Y1, Canada","(49.508280926640886, -123.89803176719371, 0.0)",49.50828092664089,-123.89803176719371,yes,yes,yes,health_authority,32.0,-123.7489277,49.4744395
trillium lodge,0.0,9AD7B,Vancouver Island Health,401 Moilliet St,Parksville,V9P1N3,(250) 947-8230,1982,"Resident Council, Family Council",Accredited,0.0,91.0,91.0,58.0,3.0,9.0,2,1,0,3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,84,0.749,0.585,0.01,450,0.239,0.287,0.293,0.591,0.042,3,0.385,0.56,0.03,0.116,0.14,0.546,0.31,0.071,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,no,,,,,yes,yes,yes,health_authority,38.0,,
trinity care centre,0.0,9AGF1,Interior Health,75 Green Ave West,Penticton,V2A7N6,(250) 493-6601,1983,"Resident Council, Family Council",Accredited,0.0,75.0,75.0,75.0,0.0,0.0,0,0,2,0,2,0,0,1,0,0,2.7,0,2.7,0,0,1.3,0,0,83,0.645,0.499,0.061,741,0.119,0.481,0.195,0.549,0.024,2.8,0.433,0.56,0.123,0,0.003,0.379,0.271,0.063,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Green Avenue West, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 6G3, Canada","(49.4631452, -119.5894601, 0.0)",49.46314520000001,-119.5894601,yes,yes,yes,health_authority,37.0,-119.5822885,49.4644041
tsawaayuus - rainbow gardens,0.0,9C2FI,Vancouver Island Health,6151 Russell Place,Port Alberni,V9Y7W3,(250) 724-5655,1982,Resident Council,Unknown,0.0,30.0,30.0,31.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,80,0.536,0.42,0.123,802,0.188,0.266,0.156,0.422,0.039,2.9,0.305,0.53,0,0,0,0.492,0.221,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Russell Place, Alberni, Port Alberni, Alberni-Clayoquot Regional District, British Columbia, V9Y 6Z5, Canada","(49.2690022, -124.8462038, 0.0)",49.2690022,-124.8462038,yes,no,unknown,non-profit,38.0,-124.8475784,49.2695361
valleyhaven,0.0,98HA8,Fraser Health,45450 Menholm Rd.,Chilliwack,V2P1M2,(604) 792-0037,2009,"Resident Council, Family Council",Accredited,1.0,90.0,91.0,83.0,4.0,0.0,3,0,0,1,12,0,0,3,0,2,0,1.1,13.2,0,0,3.3,0,2.2,87,0.635,0.664,0.037,576,0.188,0.199,0.257,0.61,0.092,2.4,0.507,0.55,0.085,0.699,0,0.482,0.196,0.06,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Menholm Road, Chilliwack, British Columbia, V2P 6Z3, Canada","(49.1664896, -121.9667951, 0.0)",49.1664896,-121.96679509999998,yes,yes,yes,for-profit,11.0,-121.96646059999999,49.1659618
veterans memorial lodge,0.0,916HD,Vancouver Island Health,4579 Chatterton Way,Saanich,V8X4Y7,(250) 658-0311,1995,Family Council,Accredited,0.0,225.0,225.0,201.0,12.0,0.0,1,0,,,,,,,,,,,,,,,,,89,0.393,0.733,0.022,706,0.196,0.267,0.383,0.718,0.078,2.7,0.477,0.59,0.028,0.001,0.014,0.358,0.173,0.022,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"4579, Chatterton Way, Broadmead, Saanich, Capital Regional District, British Columbia, V8X 3T3, Canada","(48.4968, -123.3785, 0.0)",48.4968,-123.3785,no,yes,yes,non-profit,25.0,-123.3785,48.4968
victoria chinatown care centre,0.0,9AC99,Vancouver Island Health,555 Herald Street,Victoria,V8W1S5,(250) 381-4322,1982,Resident & Family Council (combined),Accredited,0.0,31.0,31.0,29.0,1.0,0.0,1,1,0,0,7,0,0,1,2,1,0,0,22.6,0,0,3.2,6.5,3.2,85,0.62,0.667,0.008,2080,0.254,0.23,0.205,0.738,0.049,2.9,0.426,0.52,0.008,0.598,0.074,0.5,0.051,0.008,2.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"Victoria Chinatown Care Centre, 555, Herald Street, Downtown, Victoria, Capital Regional District, British Columbia, V8W 1S7, Canada","(48.4300512, -123.3676221, 0.0)",48.4300512,-123.36762209999999,yes,yes,yes,non-profit,38.0,-123.3676465,48.42991129999999
victorian community health centre of kaslo,0.0,98GA3,Interior Health,673A Avenue,Kaslo,V0G1M0,(250) 353-2211,1979,"Resident Council, Family Council",Accredited,0.0,20.0,20.0,17.0,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,88,0.708,0.736,0.075,2306,0.378,0.324,0.176,0.595,0.149,3.3,0.311,0.61,0.405,0.068,0.014,0.703,0.353,0.011,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Kaslo, Regional District of Central Kootenay, British Columbia, V0G 1M0, Canada","(49.9106155, -116.9049841, 0.0)",49.910615500000006,-116.90498410000001,yes,yes,yes,health_authority,41.0,-116.9138752,49.913210600000006
villa carital,0.0,9198G,Vancouver Coastal Health,3050 Penticton St,Vancouver,V5M4W2,(604) 434-0995,1996,"Resident Council, Family Council",Not Accredited,5.0,76.0,81.0,60.0,12.0,0.0,1,0,0,0,5,0,0,5,0,4,0,0,6.2,0,0,6.2,0,4.9,88,0.812,0.735,0.011,1468,0.393,0.374,0.451,0.687,0.172,2.4,0.543,0.61,0.147,0.905,0.025,0.699,0.419,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Villa Carital, 3050, Penticton Street, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada","(49.25657345, -123.0523197, 0.0)",49.25657345,-123.0523197,yes,yes,no,non-profit,24.0,-123.0521465,49.256583899999995
villa cathay care home,0.0,999II,Vancouver Coastal Health,970 Union Street,Vancouver,V6A3V1,(604) 254-5621,1979,"Resident Council, Family Council",Not Accredited,4.0,130.0,134.0,112.0,19.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,1.5,0,0,0.7,0,0,89,0.792,0.77,0.006,1682,0.163,0.448,0.13,0.502,0.037,3.5,0.339,0.53,0,0.004,0.002,0.285,0.156,0.114,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Villa Cathay Care Home, 970, Union Street, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A 3R9, Canada","(49.2770779, -123.08314690302163, 0.0)",49.277077899999995,-123.08314690302164,yes,yes,no,non-profit,41.0,-123.0833778,49.276979
village at mill creek,0.0,9911G,Interior Health,1450 Sutherland Avenue,Kelowna,V1Y5Y5,(250) 860-2216,1979,"Resident Council, Family Council",Unknown,14.0,82.0,96.0,96.0,0.0,0.0,0,0,0,0,4,0,0,3,3,2,0,0,4.2,0,0,3.1,3.1,2.1,86,0.629,0.661,0.042,1153,0.252,0.285,0.235,0.834,0.155,2.5,0.551,0.53,0.03,0.416,0.141,0.371,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1450, Sutherland Avenue, North Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1Y 2S3, Canada","(49.8803526, -119.4681306, 0.0)",49.8803526,-119.46813059999998,yes,yes,unknown,non-profit,41.0,-119.46813059999998,49.8803526
village at smith creek,0.0,9C1H6,Interior Health,2425 Orlin Road,West Kelowna,V4T3C7,(250) 768-0488,1992,Resident & Family Council (combined),Unknown,1.0,138.0,139.0,130.0,8.0,0.0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0,5.8,7.9,0,86,0.628,0.619,0.035,937,0.317,0.302,0.292,0.698,0.06,2.8,0.408,0.56,0.038,0.29,0,0.581,0.248,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Orlin Road, Westbank, West Kelowna, Regional District of Central Okanagan, British Columbia, V4T 3E1, Canada","(49.8433445, -119.6279642, 0.0)",49.8433445,-119.6279642,yes,yes,unknown,non-profit,28.0,-119.626772,49.8432253
village by the station,0.0,92CBA,Interior Health,270 Hastings Avenue,Penticton,V2A2V6,(250) 490-4949,2003,"Resident Council, Family Council",Accredited,0.0,100.0,100.0,133.0,4.0,0.0,1,0,2,4,14,0,1,0,3,1,2,4,14,0,1,0,3,1,84,0.707,0.502,0.029,646,0.182,0.197,0.265,0.722,0.083,2.6,0.535,0.55,0.149,0.106,0.008,0.343,0.356,0.082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Hastings Avenue, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 6A2, Canada","(49.4851093, -119.5957646, 0.0)",49.4851093,-119.5957646,yes,yes,yes,non-profit,17.0,-119.5957868,49.4844104
waverly seniors village,0.0,922DF,Fraser Health,8445 Young Rd,Chilliwack,V2P4P2,(604) 792-6340,1989,"Resident Council, Family Council",Accredited,22.0,31.0,53.0,51.0,1.0,0.0,1,1,2,0,2,0,0,3,0,1,3.8,0,3.8,0,0,5.7,0,1.9,87,0.742,0.774,0.05,511,0.311,0.361,0.294,0.731,0.101,2.9,0.328,0.6,0.008,0.622,0,0.479,0.273,0.155,3.0,8.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Young Road, Five Corners, Chilliwack, British Columbia, V2P 4R2, Canada","(49.1690198, -121.9526019, 0.0)",49.1690198,-121.9526019,yes,yes,yes,for-profit,31.0,-121.9530152,49.1557196
west shore laylum,0.0,9927D,Fraser Health,4900 Central Ave,Delta,V4K2G7,(604) 946-2822,1973,"Resident Council, Family Council",Not Accredited,0.0,55.0,55.0,45.0,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1.8,0,0,0,0,0,89,0.761,0.729,0,304,0.386,0.307,0.297,0.693,0.089,1.7,0.733,0.52,0.297,0.683,0,0.495,0.215,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Central Avenue, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 1S8, Canada","(49.0977748, -123.0721515, 0.0)",49.097774799999996,-123.07215149999999,yes,yes,no,for-profit,47.0,-123.07215149999999,49.097774799999996
west vancouver care centre,0.0,9B9IG,Vancouver Coastal Health,1675 27th Street,West Vancouver,V7V4K9,(604) 925-1247,1987,"Resident Council, Family Council",Unknown,3.0,75.0,78.0,23.0,16.0,7.0,0,0,0,0,7,0,0,1,0,0,0,0,9,0,0,1.3,0,0,87,0.754,0.704,0.018,987,0.261,0.307,0.218,0.604,0.025,2.6,0.525,0.58,0.346,0.039,0.032,0.529,0.277,0.032,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"27th Street, Dundarave, West Vancouver, Metro Vancouver Regional District, British Columbia, V7V 1L1, Canada","(49.3404055, -123.1887782, 0.0)",49.3404055,-123.18877820000002,yes,yes,unknown,for-profit,33.0,-123.18877820000002,49.3404055
westhaven,0.0,9A642,Vancouver Island Health,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,(250) 724-8875,2001,,Accredited,0.0,32.0,32.0,32.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,80,0.648,0.408,0.072,794,0.183,0.266,0.303,0.44,0.028,3,0.45,0.55,0.248,0.202,0.009,0.523,0.147,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Alberni Highway, Alberni, Port Alberni, Alberni-Clayoquot Regional District, British Columbia, V9Y 8K1, Canada","(49.2665244, -124.7749064, 0.0)",49.2665244,-124.7749064,no,no,yes,health_authority,19.0,-124.7749064,49.2665244
westview extended care - pentiction regional hospital,0.0,9A6F7,Interior Health,550 Carmi Ave,Penticton,V2A8P9,(250) 492-9039/(250) 492-9026 ,1980,"Resident Council, Family Council",Accredited,0.0,102.0,102.0,10.0,10.0,18.0,0,0,1,0,5,0,1,0,1,0,1,0,4.9,0,1,0,1,0,86,0.588,0.682,0.044,739,0.158,0.313,0.155,0.623,0.042,3.2,0.368,0.58,0.113,0.032,0.103,0.326,0.383,0.066,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Carmi Avenue, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 3J1, Canada","(49.4826229, -119.5763397, 0.0)",49.4826229,-119.5763397,yes,yes,yes,health_authority,40.0,-119.5763397,49.4826229
wexford creek seniors community,0.0,9358A,Vancouver Island Health,80 10th Street,Nanaimo,V9R0A8,(250) 753-4044,2008,Resident & Family Council (combined),Accredited,0.0,110.0,110.0,110.0,0.0,0.0,6,2,0,0,7,0,0,1,1,1,0,0,6.4,0,0,0.9,0.9,0.9,85,0.647,0.536,0.032,856,0.228,0.161,0.203,0.681,0.131,1.4,0.772,0.56,0,0.057,0,0.483,0.309,0.074,5.0,12.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,no,,,,,yes,yes,yes,for-profit,12.0,-123.92517790000001,49.1311311
white rock seniors village,0.0,993I1,Fraser Health,1183 Maple Street,White Rock,V8B5K9,(604) 541-4663,1984,"Resident Council, Family Council",Accredited,11.0,60.0,71.0,59.0,6.0,0.0,0,0,1,0,6,0,0,1,1,0,1.4,0,8.5,0,0,1.4,1.4,0,89,0.843,0.719,0,405,0.266,0.27,0.303,0.791,0.156,3.8,0.217,0.57,0.209,0.619,0.074,0.557,0.268,0.248,6.0,11.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"Maple Street, Five Corners, East Beach, White Rock, Metro Vancouver Regional District, British Columbia, V4B 4V6, Canada","(49.018478, -122.7888972, 0.0)",49.018478,-122.78889720000001,yes,yes,yes,for-profit,36.0,-122.78889720000001,49.018478
william rudd house,0.0,91828,Fraser Health,95 Blackberry Drive,New Westminster,V3L5S7,(604) 517-8640,1995,Resident Council,Unknown,0.0,12.0,12.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.485,0,0.939,,0.082,0.347,0,0,0,4.5,0.122,0.69,0.102,0.673,0.102,0.592,0.016,0.195,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"William Rudd House, 95, Blackberry Drive, Victory Heights, Queens Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 5P5, Canada","(49.21725645, -122.90105809581377, 0.0)",49.21725645,-122.90105809581377,yes,no,unknown,health_authority,25.0,-122.90105809581377,49.21725645
williams lake seniors village,0.0,92CIA,Interior Health,1455 Western Avenue,Williams Lake,V2G5N1,(250) 305-1131,2004,"Resident Council, Family Council",Accredited,0.0,113.0,113.0,113.0,0.0,0.0,0,0,0,2,8,0,0,0,3,0,0,1.8,7.1,0,0,0,2.7,0,81,0.658,0.476,0.075,306,0.123,0.248,0.248,0.669,0.037,3.2,0.365,0.55,0,0.104,0,0.44,0.299,0.018,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Western Avenue, Williams Lake, Cariboo Regional District, British Columbia, V2G 2J8, Canada","(52.152068, -122.157402, 0.0)",52.152068,-122.157402,yes,yes,yes,for-profit,16.0,-122.1593926,52.1520084
